O1,H1,L1,C1,V1,O2,H2,L2,C2,V2,O3,H3,L3,C3,V3,O4,H4,L4,C4,V4,O5,H5,L5,C5,V5,O6,H6,L6,C6,V6,O7,H7,L7,C7,V7,O8,H8,L8,C8,V8
314.35,314.49,311.7,312.58,1492,38949.14,38976.75,38236.29,38243.15,3124,17.936,17.964,17.583,17.588,2112,2744.27,2746.16,2632.78,2632.78,4395,14.125,14.145,13.847,13.849,1485,106.04,106.28,103.49,103.5,1186,0.18347,0.18347,0.18194,0.18245,8,0.7355,0.7356,0.7179,0.7179,1776
312.6,313.73,305.35,305.51,2949,38248.15,38349.09,37461.78,37712.86,4143,17.588,17.755,17.241,17.343,2521,2632.75,2653.89,2586.98,2612.94,5134,13.849,13.942,13.571,13.679,1935,103.62,104.38,101.73,102.49,1342,0.18253,0.18253,0.17963,0.17963,11,0.718,0.7212,0.706,0.7096,2512
305.51,306.38,300.39,301.41,3838,37717.86,37790.42,37340.08,37633.81,3836,17.342,17.359,17.144,17.284,2124,2613.5,2620.72,2585.18,2612.08,5017,13.681,13.735,13.553,13.682,1852,102.49,102.72,101.16,102.15,1216,0.17939,0.17972,0.1756,0.17667,14,0.7097,0.7139,0.7067,0.7127,1764
301.41,302.41,299.09,301.8,3150,37633.81,38298.53,37600.31,37819.41,3301,17.287,17.691,17.273,17.339,2054,2612.06,2657.37,2606.64,2608.42,4999,13.676,13.989,13.67,13.71,1820,102.05,103.92,102.03,102.54,1020,0.1751,0.17606,0.17461,0.17566,12,0.7129,0.7242,0.7126,0.7136,1605
301.82,307.95,301.15,304.16,3005,37817.91,37829.41,36976.26,37422.34,4143,17.344,17.388,17.068,17.35,2095,2608.26,2614.07,2554.83,2605.9,4767,13.718,13.75,13.459,13.717,2039,102.54,102.58,100.67,102.08,1395,0.17574,0.17778,0.17574,0.17597,13,0.7137,0.7142,0.6986,0.7091,2124
304.18,304.26,298.62,302.14,3665,37422.4,37710.5,37229.76,37405.93,2425,17.349,17.509,17.252,17.37,1356,2605.38,2622.26,2589.78,2602.95,2755,13.709,13.839,13.624,13.7,1097,102.08,102.99,101.61,102.4,844,0.17585,0.17641,0.17392,0.17641,13,0.7089,0.7174,0.7062,0.7134,1127
302.14,304.74,300.4,302.65,2166,37490.9,37859.24,37450.9,37859.16,2623,17.388,17.675,17.374,17.675,1125,2586.78,2639.64,2586.78,2639.04,3570,13.719,13.777,13.664,13.776,841,102.29,103.06,102.25,103.06,448,0.17557,0.17687,0.17557,0.1763,8,0.7159,0.7193,0.7139,0.7192,896
302.25,304.39,302.23,304.08,1848,37858.66,37902.43,37301.43,37384.77,3257,17.674,17.674,17.342,17.368,1389,2638.54,2638.56,2574.16,2587.48,5091,13.775,13.779,13.498,13.544,1199,103.07,103.13,101.69,101.9,1252,0.17675,0.17735,0.17652,0.17735,7,0.7193,0.7193,0.7065,0.7085,1379
304.08,304.95,301.48,301.48,2126,37384.93,37726.09,37328.93,37679.59,3629,17.369,17.42,17.204,17.355,1864,2587.48,2616.31,2578.77,2608.9,4141,13.544,13.621,13.466,13.596,1456,101.92,102.5,101.43,102.16,889,0.17785,0.17785,0.17543,0.17543,9,0.7085,0.7134,0.707,0.7125,1394
301.48,302.72,299.88,302.13,2920,37674.59,37795.6,37505.23,37598.71,2669,17.352,17.51,17.338,17.383,1854,2608.03,2632.4,2599.17,2605.39,4175,13.595,13.655,13.486,13.517,1107,102.03,102.73,101.57,101.96,523,0.17513,0.17555,0.17371,0.17477,11,0.7123,0.719,0.7111,0.7123,1227
302.13,304.18,300.91,301.96,2346,37605.71,37811.75,37451.77,37469.29,2242,17.373,17.546,17.131,17.15,1840,2605.39,2625.37,2588.91,2589.72,3486,13.515,13.659,13.416,13.427,1404,101.96,102.75,101.2,101.24,585,0.175,0.17633,0.17414,0.17414,9,0.7121,0.719,0.7054,0.7059,1301
301.98,304.47,299.68,300.01,1809,37469.31,37704.23,37447.39,37689.07,2251,17.156,17.389,17.138,17.296,1689,2590.04,2616.74,2589.06,2614.53,2979,13.428,13.691,13.416,13.607,1430,101.26,102.4,101.17,102.27,759,0.17529,0.17551,0.17397,0.17397,10,0.7061,0.7158,0.7061,0.7157,1112
300.03,302.82,299.93,302.07,1378,37694.07,38386.62,37650.07,38280.59,3262,17.295,17.647,17.268,17.64,1989,2614.59,2674.45,2610.69,2670.37,4042,13.605,13.808,13.578,13.78,1589,102.26,104.07,102.23,103.95,1146,0.17338,0.17495,0.17281,0.17316,10,0.7156,0.7274,0.7143,0.7262,1559
302.07,307.71,301.7,306.7,2583,38280.59,38300.3,37951.13,38080.47,2930,17.646,17.646,17.49,17.533,1786,2670.73,2679.77,2641.75,2649.25,3674,13.779,13.801,13.711,13.746,1231,103.98,104.07,103.2,103.47,425,0.17338,0.17692,0.17338,0.17635,10,0.7262,0.7266,0.7182,0.722,1022
306.77,307.78,304.62,305.77,2104,38083.97,38107.15,37837.36,37863.96,2368,17.531,17.562,17.429,17.47,1499,2648.05,2652.67,2630.95,2633.91,2734,13.745,13.76,13.607,13.627,1000,103.42,103.49,102.76,102.92,407,0.17658,0.17658,0.17581,0.17596,10,0.7216,0.7229,0.7171,0.7179,966
305.76,306,303.98,304.53,1646,37867.96,37923.96,37573.37,37800.47,2784,17.472,17.525,17.266,17.362,1645,2634.07,2641.16,2592.76,2613.91,3636,13.628,13.66,13.446,13.549,1312,102.96,103.17,101.86,102.59,706,0.17603,0.17603,0.17461,0.17461,8,0.718,0.719,0.7107,0.7165,1027
304.54,305.48,301.58,304,1786,37801.47,37892.76,37651.96,37858.27,2471,17.361,17.439,17.246,17.416,1377,2613.92,2620.53,2598.27,2617.6,3520,13.55,13.59,13.446,13.574,1006,102.57,103.02,102.13,102.95,355,0.17488,0.17488,0.17302,0.1737,8,0.7165,0.7176,0.7113,0.7172,888
304.01,305.53,302.71,305,1406,37862.27,37906.85,37760.13,37888.34,1917,17.416,17.444,17.338,17.403,1328,2617.74,2618.84,2605.74,2614.62,2873,13.577,13.609,13.53,13.596,986,102.96,103.05,102.62,102.93,280,0.17416,0.17441,0.17332,0.17441,8,0.7173,0.7181,0.715,0.7171,672
304.97,305.49,303.86,304.78,1100,37878.84,38048.43,37787.46,37852.96,2066,17.402,17.518,17.307,17.331,1441,2614.62,2632.57,2604.08,2609.84,2811,13.595,13.641,13.478,13.5,961,102.86,103.15,102.21,102.38,270,0.1742,0.17482,0.1742,0.17476,8,0.7171,0.7191,0.7136,0.7146,756
304.79,306.37,304.12,304.39,1191,37851.46,37889.27,37737.71,37889.27,1848,17.332,17.354,17.101,17.185,1419,2609.54,2618.76,2601.87,2616.48,2915,13.506,13.577,13.466,13.577,1080,102.39,102.58,102.06,102.58,615,0.17477,0.17532,0.17438,0.17438,8,0.7146,0.716,0.7127,0.7153,792
304.41,304.84,303.2,304.84,1028,37889.23,38019.48,37847.55,37891.74,1826,17.189,17.248,17.091,17.111,1308,2616.48,2623.73,2608.39,2608.85,2227,13.578,13.639,13.535,13.537,995,102.58,103.2,102.56,102.81,451,0.17425,0.17446,0.17407,0.17424,7,0.7154,0.7166,0.7137,0.7144,833
304.84,307.07,304.84,305.53,1075,37899.24,37930.73,37778.68,37888.27,1939,17.109,17.122,16.983,17.07,1151,2608.9,2614.63,2603.58,2611.01,2406,13.538,13.57,13.476,13.558,935,102.83,103.27,102.59,103.16,286,0.17475,0.17543,0.17467,0.17467,7,0.7143,0.7158,0.7122,0.7156,517
305.53,306.75,304.31,306.4,1115,37887.27,38107.81,37465.29,37729.69,3659,17.069,17.164,16.614,16.812,2126,2610.59,2630.53,2566.73,2597.22,4338,13.558,13.651,13.3,13.505,1959,103.17,103.32,100.72,102.03,1149,0.17486,0.17488,0.17415,0.17488,6,0.7155,0.7162,0.7029,0.7114,1724
306.4,307.29,301.11,303.97,2841,37716.69,38049.12,37704.19,38034.65,2770,16.813,16.967,16.784,16.965,1696,2597.35,2612.85,2594.47,2609.11,3052,13.504,13.607,13.484,13.595,1426,102.03,102.61,101.93,102.49,419,0.17507,0.17546,0.17277,0.17402,13,0.7113,0.7177,0.711,0.7177,999
303.96,306.81,303.49,306.81,1753,38032.15,38294.79,37892.53,38286.07,2926,16.966,17.085,16.916,17.085,1650,2609.11,2647.33,2604.09,2644.63,3569,13.596,13.738,13.566,13.738,1362,102.5,103.5,102.43,103.45,464,0.17465,0.17645,0.17465,0.17645,10,0.7176,0.7209,0.7157,0.7205,915
306.24,309.41,305.82,309.28,2606,38287.57,38468.97,38235.17,38420.53,2682,17.084,17.149,17.049,17.126,1405,2644.28,2650.21,2627.94,2641.49,3155,13.737,13.79,13.696,13.767,1110,103.47,104.48,103.44,104.43,536,0.17706,0.17757,0.17614,0.17757,9,0.7204,0.7224,0.7165,0.7191,808
309.28,310.57,308.62,310.57,2292,38421.53,38666.46,38339.58,38376.78,3179,17.125,17.259,17.121,17.124,1547,2641.46,2658.4,2631.72,2635.91,3556,13.767,13.868,13.748,13.765,1219,104.34,105.16,103.97,104.08,523,0.17795,0.17802,0.17717,0.17795,9,0.7189,0.7233,0.7188,0.7197,678
310.24,312.43,309.51,309.83,2214,38376.78,38441.94,38179.78,38429.94,2593,17.123,17.128,16.999,17.115,1315,2635.94,2638.06,2616.8,2635.52,3678,13.764,13.772,13.651,13.759,1076,104.09,104.11,103.3,103.83,476,0.17835,0.17852,0.17792,0.17812,8,0.7197,0.7213,0.715,0.7211,639
309.85,310.84,307.91,310.67,1956,38419.94,38572.64,38251.27,38294.77,2433,17.114,17.156,16.973,17.002,1153,2635.42,2642.93,2619.52,2623.39,3011,13.758,13.801,13.692,13.716,1036,103.86,103.99,103.01,103.19,421,0.17772,0.17772,0.17682,0.17761,9,0.7212,0.7226,0.7185,0.7193,489
310.67,311.2,309.15,309.75,1891,38310.77,38397.19,38093.24,38239.24,2172,17.004,17.013,16.809,16.923,1281,2624.09,2639.02,2612.11,2621.58,3495,13.717,13.761,13.607,13.64,976,103.19,103.49,102.36,102.84,324,0.178,0.178,0.17723,0.17723,7,0.7195,0.7202,0.7137,0.7168,731
309.36,310.85,307.84,308.97,1623,38241.74,38332.52,38168.24,38313.61,1931,16.921,16.996,16.887,16.979,1234,2621.6,2641.26,2615.5,2637.63,2380,13.639,13.756,13.592,13.736,1016,102.84,103.3,102.35,103.2,355,0.17728,0.17736,0.17628,0.17638,9,0.7168,0.7213,0.7153,0.7208,589
308.99,309.88,307.88,309.71,1503,38313.61,38492.89,38278.34,38352.02,2228,16.98,17.031,16.949,16.987,1244,2637.53,2646.95,2633.51,2634.91,2703,13.736,13.8,13.726,13.755,1045,103.19,103.68,103.09,103.19,542,0.17658,0.17736,0.1763,0.17736,8,0.7208,0.7235,0.7187,0.7212,535
309.73,311.38,309.62,310.54,1600,38356.52,38359.66,38115.26,38192.42,2373,16.988,16.991,16.863,16.935,1313,2635.2,2640.24,2621.49,2630.98,2906,13.755,13.758,13.648,13.724,1070,103.22,103.22,102.52,102.86,359,0.17744,0.17788,0.1771,0.17788,7,0.7213,0.7227,0.7183,0.7209,870
310.55,310.96,309.21,309.7,1383,38184.92,38410.54,38179.42,38348.7,2295,16.931,17.014,16.926,16.974,1365,2630.67,2645.57,2630.61,2641.67,2807,13.724,13.804,13.715,13.776,1026,102.84,103.37,102.81,103.37,656,0.17747,0.17748,0.17642,0.17643,8,0.7207,0.7243,0.7191,0.7211,759
309.75,312.88,309.62,312.76,1577,38349.7,38584.91,38159.98,38525.63,3024,16.979,17.046,16.855,17.004,1662,2642.03,2661.95,2625.76,2656.5,3572,13.776,13.895,13.698,13.858,1483,103.37,104.12,102.72,103.61,1050,0.17686,0.1775,0.17686,0.17744,8,0.7212,0.7243,0.7165,0.7239,722
312.77,315.03,310.27,314.12,2254,38523.63,38631.37,38139.88,38207.25,2851,17.003,17.077,16.826,16.856,1581,2656.44,2666.41,2622.91,2627.4,3505,13.857,13.909,13.684,13.714,1435,103.62,104.07,102.56,102.83,702,0.17807,0.17808,0.17669,0.17779,9,0.724,0.7261,0.7172,0.7181,827
313.99,314.23,309.96,310.75,2256,38193.25,38358.38,37982.28,38068.16,1827,16.855,16.978,16.807,16.853,987,2627.41,2640.38,2612.54,2619.18,2688,13.713,13.787,13.649,13.671,792,102.85,103.17,102.49,102.62,422,0.17799,0.17837,0.17694,0.17694,11,0.7181,0.7223,0.7145,0.7147,497
310.76,311.86,309.57,310.22,1259,38058.66,38102.85,37928.64,38023.07,2744,16.851,16.87,16.756,16.796,1711,2618.87,2626.25,2606.33,2618.03,3206,13.672,13.685,13.604,13.617,1389,102.51,102.67,102.16,102.41,489,0.17704,0.17739,0.17613,0.17613,6,0.7146,0.7176,0.7122,0.7165,837
309.89,311.51,308.52,310.66,2011,38023.07,39408.5,38006.07,39371.5,4329,16.798,17.256,16.776,17.247,2390,2618.03,2715.96,2616.18,2713.15,4585,13.617,14.054,13.603,14.044,2189,102.42,105.15,102.28,105.07,1166,0.17619,0.17672,0.17577,0.17644,10,0.7165,0.7367,0.7159,0.7358,1849
310.68,317.34,310.64,316.9,3533,39372,39888.99,39164.22,39690.79,4545,17.245,17.578,17.163,17.374,2583,2713.15,2762.24,2704.64,2741.47,5191,14.046,14.36,14.007,14.221,2381,105.07,106.49,104.44,105.63,1031,0.17654,0.18041,0.17654,0.18041,13,0.7358,0.745,0.7339,0.7398,1884
316.9,323.21,315.77,321.15,3710,39711.29,40751.34,39658.25,40593.07,4730,17.375,17.93,17.352,17.89,2682,2741.51,2810.18,2739.54,2800.63,5205,14.226,14.686,14.159,14.624,2521,105.64,108.31,105.52,107.94,1927,0.1808,0.1808,0.17847,0.17847,14,0.7399,0.7553,0.7391,0.7531,1980
321.29,328.76,320.12,327.37,3561,40595.07,41268.69,40502.28,41220.21,4200,17.888,18.059,17.743,18.059,2333,2801.01,2829.39,2796.18,2828.92,5250,14.623,14.806,14.559,14.782,2453,108,109.9,107.89,109.57,1190,0.17889,0.18364,0.17889,0.18364,14,0.7531,0.7625,0.7508,0.7625,1476
327.39,330.46,326.11,330.31,3699,41227.71,41325.98,40697.93,41062.01,4052,18.062,18.067,17.687,17.838,2480,2828.92,2829.58,2794.7,2811.64,4896,14.783,14.788,14.577,14.586,2294,109.57,109.59,108.22,108.87,947,0.18391,0.18507,0.18333,0.18507,12,0.7626,0.7626,0.7509,0.7548,1699
330.36,330.51,324.8,326.58,3580,41050.51,41296.66,40835,40982.27,3664,17.833,17.913,17.68,17.681,2091,2811.2,2827.54,2789.46,2792.62,4348,14.587,14.677,14.523,14.574,1863,108.86,109.47,108.03,108.13,902,0.18512,0.18539,0.18365,0.18539,12,0.7546,0.7587,0.749,0.7507,1324
326.54,327.39,324.54,325.34,2618,40984.27,41023.92,40686.24,40894.13,3251,17.682,17.682,17.53,17.582,1974,2792.25,2810.72,2776.02,2795.61,4287,14.579,14.641,14.492,14.596,1675,108.13,108.13,106.68,107.51,960,0.18537,0.18695,0.1849,0.18513,11,0.7508,0.7509,0.7449,0.7481,1025
325.33,325.34,322.84,323.95,2373,40902.63,41451.06,40785.98,41348.16,3378,17.581,17.808,17.508,17.783,1956,2795.41,2823.32,2786.84,2818.13,3898,14.595,14.796,14.563,14.745,1752,107.53,108.8,107.29,108.79,668,0.18463,0.18463,0.18375,0.18407,10,0.7481,0.7575,0.7477,0.7553,991
323.94,326.92,323.04,326.31,2589,41355.66,41395.22,41087.54,41175.97,3293,17.786,17.806,17.59,17.621,2031,2818.09,2820.27,2797.21,2802.73,3866,14.752,14.755,14.593,14.63,1717,108.81,108.93,108.29,108.54,534,0.18421,0.18555,0.18407,0.18547,9,0.7553,0.7559,0.7506,0.7522,1027
326.4,326.61,324.73,325.49,2364,41175.97,41254.35,40990.9,41066.46,2819,17.62,17.707,17.577,17.636,1631,2802.75,2811.4,2792.68,2795.25,3480,14.629,14.702,14.61,14.644,1419,108.54,108.86,108.3,108.3,286,0.18539,0.18539,0.1844,0.18461,10,0.7523,0.7544,0.7494,0.7507,705
325.51,326.6,325.04,325.46,2011,41045.96,41266.19,41001.34,41182.7,2851,17.638,17.68,17.554,17.596,1562,2795.07,2802.58,2788.26,2796.95,3626,14.647,14.677,14.603,14.627,1543,108.31,108.75,108.14,108.52,371,0.18457,0.18508,0.18438,0.18463,9,0.7508,0.754,0.7506,0.7533,620
325.37,326.33,324.58,325.69,1950,41180.7,41561.94,41158.55,41440.44,2948,17.597,17.898,17.582,17.865,1923,2796.95,2812.73,2793.93,2806.43,3588,14.628,14.746,14.625,14.706,1406,108.51,109.35,108.48,109.22,451,0.18454,0.18494,0.1844,0.18473,9,0.7534,0.7614,0.7534,0.76,662
325.69,327.25,325.26,326.98,1845,41440.44,41782.8,41232.94,41582.19,3215,17.866,17.988,17.76,17.896,1810,2806.51,2835.21,2794.68,2821.64,4271,14.707,14.81,14.638,14.716,1523,109.19,109.85,108.71,109.07,508,0.1848,0.18595,0.1848,0.18595,10,0.76,0.7659,0.7562,0.7618,1066
326.97,328.01,324.88,325.94,2898,41582.2,41956.29,41471.65,41718.15,2759,17.897,18.003,17.879,17.921,1421,2821.24,2838.61,2815.08,2825.75,3123,14.714,14.76,14.586,14.618,1582,109.06,109.76,108.75,108.92,391,0.18553,0.18691,0.18553,0.18652,9,0.7618,0.7719,0.7603,0.7641,989
325.92,327.95,325.17,326.28,2353,41718.15,41777.11,41576.45,41605.47,1515,17.92,18.007,17.855,17.938,1017,2825.56,2826.76,2816.53,2821.26,1823,14.619,14.649,14.568,14.609,861,108.96,109.48,108.77,109.48,236,0.18625,0.18733,0.18596,0.18663,8,0.7642,0.7657,0.7574,0.7587,649
326.29,326.31,325.39,326.02,638,41616.97,41672.56,41525.09,41636.72,970,17.95,18.181,17.914,18.067,879,2822.13,2822.5,2809.04,2819.5,1196,14.62,14.638,14.555,14.625,567,109.54,110.57,109.29,110.12,248,0.18621,0.18666,0.18621,0.18624,4,0.7597,0.7622,0.7581,0.7617,362
326.26,326.49,325.66,326.34,537,41681.99,43791.97,41666.43,43279.51,1655,18.067,18.522,18.064,18.519,1037,2827.3,2922.89,2825.72,2900.29,2374,14.636,14.921,14.633,14.914,843,110.17,111.87,109.98,111.87,633,0.18558,0.18626,0.18558,0.18626,4,0.7623,0.7812,0.7622,0.7799,631
317.79,333.22,317.75,333.22,1073,43294.01,44081.54,42754.18,43146.56,5151,18.525,18.857,18.508,18.663,2799,2900.44,2938.56,2884.7,2898.7,5970,14.917,15.115,14.848,14.912,2233,111.87,112.56,110.93,111.43,1819,0.18713,0.18834,0.18713,0.18834,6,0.7796,0.7883,0.7716,0.7762,1681
333.22,336.5,329.7,331.69,3288,43146.56,43362.08,42837.56,43145.44,3362,18.664,18.868,18.586,18.852,2315,2898.75,2916.36,2893.49,2908.14,4436,14.912,15.103,14.91,15.069,1667,111.43,112.74,111.19,112.44,1132,0.18904,0.19106,0.18862,0.18944,14,0.7761,0.781,0.7724,0.7758,1162
331.6,334.14,330.93,333,4721,43145.44,43535.65,43124.94,43437.08,2588,18.854,19.107,18.854,19.043,2496,2908.15,2953.3,2906.65,2951.61,3138,15.074,15.273,15.067,15.22,1449,112.44,115.14,112.4,115.06,956,0.18973,0.191,0.18959,0.1905,11,0.7759,0.784,0.7754,0.782,1088
333.08,343.07,332.87,342.75,3874,43437.08,43620.66,43177.21,43532.16,2974,19.043,19.17,18.91,19.147,2587,2951.57,2973.5,2932.3,2957.25,4262,15.219,15.281,15.097,15.237,1642,115.08,115.34,114.05,114.68,776,0.19101,0.19503,0.19101,0.19503,11,0.7819,0.7834,0.7737,0.7817,1390
342.77,342.81,337.49,339.69,2954,43524.66,43717.59,43333.78,43526.68,2745,19.147,19.287,19.03,19.069,2556,2957.37,2959.59,2935.02,2944.05,4852,15.23,15.299,15.145,15.208,1615,114.64,114.64,113.53,114,891,0.19439,0.1958,0.19439,0.19511,10,0.7816,0.7841,0.7768,0.7789,1053
339.67,340.39,336.39,337.47,2624,43520.36,43570.98,43212.44,43283.36,2314,19.063,19.092,18.811,18.904,2271,2943.89,2944.99,2915.32,2923.28,3892,15.2,15.229,15.064,15.121,1423,113.99,114.04,112.68,113.02,717,0.19546,0.19548,0.19352,0.19352,10,0.7788,0.7795,0.7697,0.7718,1264
337.3,337.91,334.29,334.31,2085,43298.36,43443.8,43187.04,43234.9,1833,18.905,18.997,18.772,18.855,2135,2923.71,2928.58,2912.77,2918.87,3109,15.13,15.15,15.039,15.078,1237,113.05,113.28,112.32,112.51,509,0.19349,0.19394,0.19247,0.19278,9,0.7719,0.7731,0.7625,0.7635,967
334.31,334.79,332.43,333.01,1667,43239.4,43239.9,42973.87,43064.73,2080,18.855,18.865,18.605,18.666,2242,2918.82,2920.41,2904.5,2913.66,3409,15.077,15.078,14.915,14.951,1351,112.42,112.55,111.65,112.05,937,0.19268,0.1927,0.19189,0.19193,9,0.7634,0.7645,0.7589,0.7626,1015
333.02,333.19,330.37,331.86,2078,43055.73,43192.56,43025.95,43088.5,1609,18.666,18.726,18.623,18.624,1740,2913.38,2918.69,2906.97,2909.15,2260,14.949,14.987,14.921,14.922,1085,112.05,112.37,111.93,112.06,290,0.19088,0.19166,0.19042,0.19074,9,0.7626,0.7652,0.7622,0.7634,593
331.85,334.6,330.43,330.66,1355,43092,43106.32,42863.72,43097.2,1548,18.623,18.692,18.55,18.631,1877,2909.22,2910.85,2887.94,2899.96,4009,14.923,14.938,14.845,14.92,1144,112.05,112.09,111.44,111.81,367,0.19115,0.19115,0.1905,0.19072,8,0.7635,0.7662,0.7616,0.7662,544
330.68,330.81,329.06,329.85,1324,43099.2,43188.35,42989.18,43130.85,1395,18.632,18.708,18.562,18.665,1623,2899.99,2916.08,2895.61,2909.86,2363,14.919,14.921,14.853,14.911,969,111.8,112.4,111.62,112.14,442,0.19078,0.19078,0.1901,0.19041,7,0.7662,0.7703,0.7656,0.7689,469
329.87,330.94,329.31,330.45,1137,43134.85,43296.26,43080.48,43275.79,1577,18.665,18.764,18.633,18.686,1751,2910.01,2919.05,2905.69,2911.44,2159,14.912,15.038,14.883,15.007,918,112.16,112.21,111.8,112.09,200,0.19037,0.19104,0.19018,0.19104,7,0.7689,0.7707,0.7681,0.7693,465
330.45,331.31,329.91,330.62,1041,43275.85,43417.44,43220.95,43358.44,1496,18.686,18.811,18.653,18.754,1680,2910.3,2934.59,2910.3,2930.39,2920,15.006,15.11,14.992,15.071,940,112.08,112.82,112.02,112.55,185,0.19101,0.19143,0.19077,0.19143,7,0.7692,0.7726,0.7684,0.7719,419
330.05,332.09,329.94,331.42,872,43348.94,43357.39,43180.84,43203.27,1288,18.755,18.756,18.586,18.6,1733,2930.42,2930.45,2913.79,2914.64,2257,15.07,15.071,14.954,14.955,976,112.53,112.53,111.62,111.79,229,0.19137,0.19308,0.19137,0.19308,7,0.7719,0.7723,0.7646,0.7671,464
331.43,331.45,328.44,329.03,972,43216.27,43263.9,43143.52,43218.85,1371,18.601,18.63,18.438,18.527,1653,2914.56,2918.33,2903.95,2908.52,1562,14.956,14.998,14.904,14.965,820,111.8,112.01,111.35,111.85,334,0.19304,0.19304,0.19183,0.19184,6,0.767,0.7689,0.7657,0.7668,409
329.05,329.43,327.27,327.68,1265,43220.56,43423.6,43034.28,43366.6,1904,18.526,18.634,18.309,18.614,1939,2908.45,2914.24,2880.7,2911.14,2563,14.966,15.055,14.843,15.035,1090,111.82,112.13,110.62,111.98,479,0.19195,0.19211,0.1912,0.1919,7,0.7666,0.7678,0.76,0.7674,526
327.68,328.41,325.82,327.63,1593,43369.1,43485.82,43238.86,43478.02,1762,18.615,18.687,18.535,18.678,1806,2911.36,2922.31,2905.85,2919.8,2128,15.039,15.069,14.972,15.051,1081,111.99,112.3,111.66,112.13,354,0.19097,0.19139,0.1895,0.19135,7,0.7674,0.7707,0.7663,0.7677,470
327.63,328.38,326.85,328.02,1484,43480.52,43564.27,43351.46,43401.05,1984,18.683,18.86,18.664,18.751,2030,2920.07,2930.43,2917.18,2920.68,2192,15.059,15.119,15.008,15.019,1097,112.18,112.6,111.96,112.1,487,0.19177,0.19202,0.19136,0.19202,8,0.768,0.7708,0.7654,0.7656,431
328.31,329.31,326.46,327.09,1552,43401.05,43553.87,43303.48,43548.37,1781,18.752,18.879,18.678,18.879,1790,2920.6,2928.91,2913.43,2928.42,2101,15.018,15.131,14.978,15.128,1121,112.09,112.34,111.58,112.34,211,0.19216,0.19299,0.19216,0.19232,8,0.7655,0.7679,0.7635,0.7679,628
327.09,327.99,325.85,327.97,1254,43550.37,43716.05,43311.62,43485.62,2584,18.88,18.893,18.664,18.702,2199,2928.62,2932.95,2906.87,2921.16,3095,15.129,15.164,14.995,15.098,1304,112.22,112.47,111.31,111.96,578,0.19206,0.19225,0.19147,0.19214,7,0.7679,0.769,0.7634,0.7655,583
327.98,328.62,325.09,327.09,2340,43485.62,43655.39,43378.26,43402.25,2443,18.701,18.988,18.701,18.828,2262,2921.23,2931.76,2914.76,2917,2863,15.099,15.176,15.079,15.088,1187,111.97,112.53,111.74,111.86,478,0.19231,0.19272,0.1912,0.19179,9,0.7654,0.7687,0.7644,0.7647,498
326.74,329.18,325.56,325.83,2225,43412.75,43482.25,43225.64,43295.15,2592,18.833,18.867,18.609,18.698,2121,2917.46,2917.75,2892.3,2900.02,2895,15.096,15.121,14.937,14.995,1323,111.83,112.4,111.01,111.49,461,0.19204,0.19327,0.19204,0.1921,9,0.7648,0.7658,0.7613,0.763,489
325.95,326.58,323.22,324.59,1405,43298.15,43359.12,43138.96,43265.91,2360,18.697,18.76,18.505,18.684,2110,2900.39,2901.99,2887.36,2897.09,3470,14.996,15.058,14.863,15.013,1128,111.5,111.94,110.78,111.36,531,0.19242,0.19242,0.1909,0.1909,8,0.7628,0.7639,0.7571,0.7627,538
324.59,324.8,322.48,324.09,1531,43265.91,43289.41,42793.19,43211.69,2992,18.684,18.706,18.35,18.643,2505,2897.11,2898.81,2852.86,2886.05,3391,15.012,15.024,14.706,14.928,1490,111.37,111.42,109.05,110.82,1097,0.19095,0.19105,0.18966,0.19074,9,0.7628,0.7632,0.7521,0.7608,987
324.1,324.15,319.49,323.97,2305,43200.69,43720.61,43187.69,43521.51,2776,18.641,18.921,18.631,18.808,2435,2886.02,2922.53,2884.46,2914.67,3658,14.93,15.122,14.902,15.027,1448,110.84,111.72,110.47,111.44,786,0.19037,0.19037,0.18816,0.18953,10,0.7607,0.7688,0.7606,0.765,705
323.97,326.62,323.46,325.73,2133,43521.51,43835.14,43485.51,43629.02,2967,18.801,18.94,18.741,18.857,2409,2914.74,2928.59,2897.94,2905.53,3833,15.028,15.138,14.946,15.01,1479,111.34,112.25,110.95,111.21,763,0.19013,0.19269,0.19013,0.1917,10,0.765,0.7674,0.7628,0.7648,702
325.73,326.93,324.62,325.83,2219,43627.52,43699.39,43363.92,43690.46,2485,18.86,18.882,18.655,18.831,2159,2906.4,2909.44,2886.88,2907.03,3598,15.012,15.082,14.859,15.06,1297,111.22,111.3,110.2,111.18,743,0.19199,0.1927,0.19182,0.19187,10,0.7648,0.7654,0.7601,0.7645,555
325.82,326.61,323.77,325.81,1851,43690.46,44530.37,43604.78,44261.93,4395,18.832,19.077,18.74,18.826,2510,2907.25,2954.55,2899.67,2927.32,4761,15.061,15.291,14.989,15.065,2169,111.19,112.93,110.62,111.13,1257,0.19162,0.19168,0.19033,0.19168,8,0.7646,0.7778,0.7625,0.7704,1252
325.81,331.41,324.46,327.12,3486,44261.43,44917.8,44119.17,44915.46,3952,18.824,19.072,18.717,19.072,2232,2927.26,2955.22,2915.3,2954.2,4784,15.065,15.282,14.961,15.281,1932,111.14,112.67,110.66,112.66,1198,0.19147,0.19404,0.19147,0.19227,11,0.7704,0.7774,0.7663,0.777,964
